Applied potential (V);WE current (A);WE current (A);WE current (A)
-0.29994299999999996;-3.7015830000000005e-09;-3.7183830000000003e-09;-1.6799928e-11
-0.295201;-3.7239830000000003e-09;-3.2591850000000003e-09;4.64797e-10
-0.290458;-3.796783e-09;-2.682388e-09;1.114395e-09
-0.28571599999999997;-3.925582000000001e-09;-2.004791e-09;1.9207910000000003e-09
-0.280974;-3.947982e-09;-1.3831930000000002e-09;2.5647880000000004e-09
-0.276232;-3.975982e-09;-7.951960000000001e-10;3.180786e-09
-0.27149;-4.009582e-09;1.0079900000000001e-10;4.110381e-09
-0.266748;-3.4047850000000003e-09;1.231994e-09;4.636779e-09
-0.262005;-3.6175830000000004e-09;1.937591e-09;5.555175e-09
-0.25726299999999996;-3.4327840000000003e-09;2.5983880000000004e-09;6.031173e-09
-0.252521;-3.035186e-09;3.186386e-09;6.221572e-09
-0.247779;-2.710387e-09;3.8079830000000005e-09;6.518371000000001e-09
-0.24303699999999998;-2.4639890000000004e-09;4.37918e-09;6.8431690000000006e-09
-0.23829399999999998;-2.2007900000000002e-09;4.916778000000001e-09;7.117568000000001e-09
-0.23355199999999998;-1.909591e-09;5.482375e-09;7.391967e-09
-0.22880999999999999;-1.551193e-09;6.215972e-09;7.767165e-09
-0.224068;-1.310394e-09;6.78157e-09;8.091964e-09
-0.219326;-1.091995e-09;7.067168e-09;8.159164000000001e-09
-0.214583;-9.911950000000001e-10;7.106368000000001e-09;8.097564e-09
-0.209841;-6.215960000000001e-10;7.363967000000001e-09;7.985564000000001e-09
-0.205099;-1.95998e-10;7.582367000000001e-09;7.778365e-09
-0.20035699999999998;1.7919800000000002e-10;7.767165e-09;7.587967000000001e-09
-0.19561499999999998;5.15197e-10;7.901565e-09;7.386367e-09
-0.190873;8.791960000000001e-10;8.030365e-09;7.1511680000000004e-09
-0.18613;1.4895930000000002e-09;8.483962000000001e-09;6.994369000000001e-09
-0.181388;1.6799920000000001e-09;8.349563e-09;6.6695700000000006e-09
-0.176646;1.7247920000000002e-09;8.114364000000001e-09;6.389571e-09
-0.171904;1.847991e-09;7.722366e-09;5.874374e-09
-0.167162;2.2399900000000002e-09;7.795165000000001e-09;5.555175e-09
-0.16241899999999998;2.475188e-09;7.537566e-09;5.062377e-09
-0.15767699999999998;2.5535880000000003e-09;7.179168000000001e-09;4.625579e-09
-0.152935;2.9007860000000002e-09;6.932769000000001e-09;4.031982e-09
-0.148193;3.147186e-09;6.501571000000001e-09;3.354385e-09
-0.143451;3.2983850000000003e-09;6.176772000000001e-09;2.8783870000000003e-09
-0.138708;3.2647850000000003e-09;5.611175e-09;2.3463890000000003e-09
-0.133966;3.5055840000000002e-09;5.213577e-09;1.707992e-09
-0.129224;3.673583e-09;4.737579000000001e-09;1.0639950000000001e-09
-0.124482;3.880782e-09;4.222381e-09;3.41598e-10
-0.11974;4.059981e-09;3.729583e-09;-3.30398e-10
-0.11499799999999999;4.211181e-09;3.1919860000000002e-09;-1.019195e-09
-0.11025499999999999;4.39038e-09;2.5983880000000004e-09;-1.7919920000000002e-09
-0.105513;4.3847810000000006e-09;2.0271910000000002e-09;-2.357589e-09
-0.100771;4.328781000000001e-09;1.3943930000000001e-09;-2.934387e-09
-0.096029288;4.356780000000001e-09;9.35195e-10;-3.421584e-09
-0.09128709600000001;4.076782000000001e-09;2.2399900000000002e-10;-3.852783e-09
-0.08654492000000001;3.813582e-09;-6.27197e-10;-4.44078e-09
-0.081802728;3.5503840000000003e-09;-1.4727930000000002e-09;-5.023178e-09
-0.077060536;3.354385e-09;-2.363189e-09;-5.717574e-09
-0.072318352;3.287185e-09;-2.8111870000000004e-09;-6.098373000000001e-09
-0.067576168;2.928787e-09;-3.427184e-09;-6.355972e-09
-0.06283398;2.721588e-09;-4.4127800000000006e-09;-7.134368e-09
-0.058091792;2.5983880000000004e-09;-4.591979000000001e-09;-7.190368000000001e-09
-0.05334960800000001;2.2119900000000003e-09;-4.989578000000001e-09;-7.201568e-09
-0.048607416;1.875991e-09;-5.448776e-09;-7.3247670000000004e-09
-0.043865232000000004;1.7415920000000002e-09;-5.835174000000001e-09;-7.576767e-09
-0.039123044;1.3887940000000002e-09;-6.182372000000001e-09;-7.571167e-09
-0.034380856;1.0807940000000002e-09;-6.479171e-09;-7.559966e-09
-0.029638670000000002;6.775960000000001e-10;-6.848769000000001e-09;-7.526366e-09
-0.024896482;4.14397e-10;-7.022369000000001e-09;-7.436767000000001e-09
-0.020154296000000002;-7.839996000000001e-11;-7.2295680000000005e-09;-7.1511680000000004e-09
-0.015412108;-4.0319800000000005e-10;-7.358367000000001e-09;-6.955169e-09
-0.010669921;-8.28796e-10;-7.565566e-09;-6.7367700000000005e-09
-0.005927733;-9.79995e-10;-7.436767000000001e-09;-6.456771e-09
-0.001185546;-1.215194e-09;-7.352767000000001e-09;-6.1375730000000005e-09
0.0035566400000000002;-1.371993e-09;-7.184768000000001e-09;-5.8127740000000004e-09
0.008298827;-1.500793e-09;-6.9887690000000006e-09;-5.487975e-09
0.013041015000000001;-1.6799920000000001e-09;-6.764770000000001e-09;-5.0847770000000006e-09
0.017783200000000002;-1.8927920000000003e-09;-6.540771e-09;-4.6479790000000004e-09
0.022525388;-2.1391900000000003e-09;-6.3111720000000005e-09;-4.171981000000001e-09
0.027267574000000003;-2.357589e-09;-6.008773000000001e-09;-3.6511830000000003e-09
0.032009762000000004;-2.620788e-09;-5.711974e-09;-3.0911860000000003e-09
0.036751948;-2.867187e-09;-5.347976000000001e-09;-2.480789e-09
0.041494136;-3.0575860000000004e-09;-4.933578e-09;-1.875991e-09
0.046236324;-3.2199850000000002e-09;-4.44078e-09;-1.2207940000000001e-09
0.050978512000000004;-3.455184e-09;-3.897582e-09;-4.4239800000000003e-10
0.055720696;-3.7351830000000005e-09;-3.3487850000000004e-09;3.86398e-10
0.060462884;-4.037582e-09;-2.794387e-09;1.2431940000000002e-09
0.065205068;-3.975982e-09;-2.0327910000000003e-09;1.943191e-09
0.069947256;-4.099182e-09;-1.6239920000000001e-09;2.475189e-09
0.074689448;-4.099182e-09;-1.080795e-09;3.0183860000000003e-09
0.079431632;-4.076782000000001e-09;-4.87197e-10;3.5895840000000004e-09
0.08417382400000001;-3.936782e-09;7.44796e-10;4.681579e-09
0.08891600000000001;-4.059981e-09;1.2991940000000002e-09;5.359176e-09
0.093658192;-3.6231830000000004e-09;2.4135890000000002e-09;6.036773e-09
0.09840038400000001;-3.460784e-09;3.1247860000000003e-09;6.585571000000001e-09
0.103142;-3.2927850000000002e-09;3.751983000000001e-09;7.044769e-09
0.107884;-2.917586e-09;4.250381000000001e-09;7.167968000000001e-09
0.11262599999999999;-2.682387e-09;4.793579e-09;7.475966000000001e-09
0.117369;-2.4135890000000002e-09;5.241577000000001e-09;7.655166000000001e-09
0.122111;-1.5791930000000001e-09;6.266372000000001e-09;7.845565e-09
0.126853;-1.847991e-09;6.535171e-09;8.383162e-09
0.131595;-1.483993e-09;7.0559690000000005e-09;8.539962e-09
0.13633699999999999;-9.01596e-10;7.145568e-09;8.047164e-09
0.14107999999999998;-1.254394e-09;7.0559690000000005e-09;8.310363000000001e-09
0.145822;-4.70397e-10;7.761565e-09;8.231963e-09
0.150564;-6.88796e-10;7.694366e-09;8.383162e-09
0.155306;1.3439900000000001e-10;8.349563e-09;8.215163e-09
0.160048;1.9039900000000003e-10;8.058364e-09;7.867965e-09
0.164791;6.88797e-10;8.175964e-09;7.487166000000001e-09
0.169533;7.89596e-10;7.839965e-09;7.0503690000000004e-09
0.17427499999999999;1.0863950000000002e-09;7.688766e-09;6.602371e-09
0.17901699999999998;1.237594e-09;7.576767e-09;6.339172000000001e-09
0.18375899999999998;1.4167930000000002e-09;7.425567000000001e-09;6.008773000000001e-09
0.188501;1.6407930000000002e-09;7.251968000000001e-09;5.611175e-09
0.193244;1.7695920000000001e-09;6.999969000000001e-09;5.2303770000000006e-09
0.197986;2.021591e-09;6.79837e-09;4.776779e-09
0.202728;2.217589e-09;6.535171e-09;4.317581000000001e-09
0.20747;2.430389e-09;6.2383720000000005e-09;3.8079830000000005e-09
0.21221199999999998;2.6375880000000004e-09;5.919174000000001e-09;3.281585e-09
0.21695499999999998;2.8391870000000003e-09;5.588775000000001e-09;2.749587e-09
0.22169699999999998;3.0575860000000004e-09;5.2191770000000005e-09;2.16159e-09
0.226439;3.2367850000000004e-09;4.810378e-09;1.573593e-09
0.231181;3.4327840000000003e-09;4.351180000000001e-09;9.183950000000001e-10
0.235923;3.667983e-09;3.858383e-09;1.9039900000000003e-10
0.240666;3.858383e-09;3.354385e-09;-5.03997e-10
0.245408;4.009582e-09;2.822387e-09;-1.1871940000000002e-09
0.25015;4.143981e-09;2.23439e-09;-1.909591e-09
0.254892;4.115981e-09;1.556793e-09;-2.5591880000000003e-09
0.259634;4.076782000000001e-09;7.16796e-10;-3.359985e-09
0.264376;3.841583e-09;0.0;-3.841583e-09
0.269119;3.600784e-09;-6.943960000000001e-10;-4.295181e-09
0.27386099999999997;3.320785e-09;-1.3831930000000002e-09;-4.703979e-09
0.278603;3.040786e-09;-2.0383910000000003e-09;-5.0791770000000005e-09
0.283345;2.7775870000000004e-09;-2.648788e-09;-5.426376000000001e-09
0.288087;2.4975890000000004e-09;-3.2199850000000002e-09;-5.717574e-09
0.29283;2.0663900000000003e-09;-4.132781e-09;-6.199172000000001e-09
0.297572;2.245589e-09;-4.933578e-09;-7.179168000000001e-09
0.30231399999999997;2.07759e-09;-4.995178000000001e-09;-7.072768e-09
Applied potential (V);WE current (A);WE current (A);WE current (A)
0.29994299999999996;-4.143981e-09;-1.3383940000000002e-09;2.8055870000000003e-09
0.295201;-4.093582e-09;-7.335960000000001e-10;3.359985e-09
0.290458;-4.015182e-09;-3.3599856e-11;3.9815820000000004e-09
0.28571599999999997;-4.0543820000000004e-09;7.335960000000001e-10;4.787979e-09
0.280974;-3.5839840000000003e-09;1.041595e-09;4.625579e-09
0.276232;-3.4663840000000002e-09;1.803192e-09;5.269576000000001e-09
0.27149;-3.2647850000000003e-09;2.531188e-09;5.795974e-09
0.266748;-3.1919850000000003e-09;3.0855860000000003e-09;6.277572e-09
0.262005;-2.7439880000000003e-09;3.5839840000000003e-09;6.327972000000001e-09
0.25726299999999996;-2.3519890000000004e-09;4.143981e-09;6.4959710000000006e-09
0.252521;-2.357589e-09;4.625579e-09;6.9831690000000005e-09
0.247779;-1.915191e-09;5.112777e-09;7.027969e-09
0.24303699999999998;-1.8143920000000002e-09;5.415176000000001e-09;7.2295680000000005e-09
0.23829399999999998;-1.5119930000000002e-09;5.706374e-09;7.218368e-09
0.23355199999999998;-1.248794e-09;5.9863730000000004e-09;7.2351680000000005e-09
0.22880999999999999;-9.79995e-10;6.210372e-09;7.190368000000001e-09
0.224068;-6.71997e-10;6.400771e-09;7.072768e-09
0.219326;-3.35998e-10;6.579971000000001e-09;6.9159690000000006e-09
0.214583;-1.1199931000000001e-11;6.70317e-09;6.71437e-09
0.209841;2.7439900000000005e-10;6.79837e-09;6.523971000000001e-09
0.205099;5.375970000000001e-10;6.826370000000001e-09;6.288772e-09
0.20035699999999998;8.343960000000001e-10;6.837570000000001e-09;6.003173000000001e-09
0.19561499999999998;1.002395e-09;6.764770000000001e-09;5.762374000000001e-09
0.190873;1.1871940000000002e-09;6.64717e-09;5.459976e-09
0.18613;1.360794e-09;6.501571000000001e-09;5.140777e-09
0.181388;1.730392e-09;6.546371e-09;4.815978e-09
0.176646;1.6855920000000002e-09;6.283172e-09;4.597579000000001e-09
0.171904;2.021591e-09;5.9863730000000004e-09;3.964782e-09
0.167162;2.2063900000000003e-09;5.700775e-09;3.494384e-09
0.16241899999999998;2.391189e-09;5.347976000000001e-09;2.9567870000000004e-09
0.15767699999999998;2.5535880000000003e-09;4.989578000000001e-09;2.435989e-09
0.152935;2.7383880000000003e-09;4.5863790000000005e-09;1.847991e-09
0.148193;2.9231870000000004e-09;4.1607810000000005e-09;1.237594e-09
0.143451;3.141586e-09;3.7351830000000005e-09;5.935970000000001e-10
0.138708;3.2591850000000003e-09;3.247985e-09;-1.1199952e-11
0.133966;3.460784e-09;2.7719870000000003e-09;-6.88796e-10
0.129224;4.244781000000001e-09;2.934387e-09;-1.310394e-09
0.124482;4.003982000000001e-09;1.321594e-09;-2.682388e-09
0.11974;4.429580000000001e-09;6.383970000000001e-10;-3.791183e-09
0.11499799999999999;4.138381e-09;-1.6239900000000002e-10;-4.3007810000000004e-09
0.11025499999999999;4.356780000000001e-09;-4.87197e-10;-4.843978000000001e-09
0.105513;3.6567830000000004e-09;-8.511960000000001e-10;-4.50798e-09
0.100771;2.855987e-09;-1.903991e-09;-4.759979e-09
0.096029288;2.9847860000000004e-09;-2.7327880000000002e-09;-5.717574e-09
0.09128709600000001;2.6263880000000003e-09;-3.6119830000000003e-09;-6.2383720000000005e-09
0.08654492000000001;2.4919890000000003e-09;-4.099182e-09;-6.591171000000001e-09
0.081802728;2.4247890000000004e-09;-4.45198e-09;-6.876769000000001e-09
0.077060536;2.290389e-09;-4.5807790000000005e-09;-6.871169000000001e-09
0.072318352;1.987991e-09;-4.597579000000001e-09;-6.585571000000001e-09
0.067576168;1.5679930000000002e-09;-5.2527760000000005e-09;-6.820770000000001e-09
0.06283398;1.321594e-09;-5.4935750000000004e-09;-6.8151700000000006e-09
0.058091792;8.56796e-10;-6.1431730000000005e-09;-6.999969000000001e-09
0.05334960800000001;6.215970000000001e-10;-6.65277e-09;-7.274368e-09
0.048607416;3.63998e-10;-6.624770000000001e-09;-6.9887690000000006e-09
0.043865232000000004;2.85598e-10;-6.467971e-09;-6.753570000000001e-09
0.039123044;-5.655970000000001e-10;-7.0503690000000004e-09;-6.4847710000000005e-09
0.034380856;-1.147995e-09;-7.660766000000001e-09;-6.512771000000001e-09
0.029638670000000002;-1.215194e-09;-7.632766000000001e-09;-6.4175710000000005e-09
0.024896482;-1.237594e-09;-7.251968000000001e-09;-6.014373000000001e-09
0.020154296000000002;-1.4167930000000002e-09;-7.0839680000000005e-09;-5.667175000000001e-09
0.015412108;-1.7415920000000002e-09;-7.212768e-09;-5.4711760000000005e-09
0.010669921;-2.10559e-09;-7.173568000000001e-09;-5.067977e-09
0.005927733;-2.19519e-09;-6.691970000000001e-09;-4.496780000000001e-09
0.001185546;-2.1783900000000004e-09;-6.339172000000001e-09;-4.1607810000000005e-09
-0.0035566400000000002;-2.435989e-09;-6.288772e-09;-3.852783e-09
-0.008298827;-2.9847860000000004e-09;-5.958373e-09;-2.9735860000000002e-09
-0.013041015000000001;-3.175185e-09;-5.835174000000001e-09;-2.6599880000000002e-09
-0.017783200000000002;-3.4775840000000003e-09;-5.364776e-09;-1.8871910000000003e-09
-0.022525388;-3.5167840000000004e-09;-4.804778e-09;-1.287994e-09
-0.027267574000000003;-3.6231840000000003e-09;-4.339981e-09;-7.16796e-10
-0.032009762000000004;-3.768783e-09;-3.931182000000001e-09;-1.6239900000000002e-10
-0.036751948;-3.897582e-09;-3.2255850000000003e-09;6.71997e-10
-0.041494136;-4.216781e-09;-2.721588e-09;1.4951930000000002e-09
-0.046236324;-4.44078e-09;-1.943191e-09;2.4975890000000004e-09
-0.050978512000000004;-4.36238e-09;-1.7359920000000001e-09;2.6263880000000003e-09
-0.055720696;-4.2391810000000006e-09;-1.181594e-09;3.0575860000000004e-09
-0.060462884;-4.048782e-09;-5.207970000000001e-10;3.527984e-09
-0.065205068;-4.031982e-09;1.0079900000000001e-10;4.132781e-09
-0.069947256;-3.847183e-09;6.831970000000001e-10;4.53038e-09
-0.074689448;-3.5783840000000002e-09;1.360794e-09;4.939178e-09
-0.079431632;-3.3655850000000002e-09;1.971191e-09;5.336776000000001e-09
-0.08417382400000001;-2.9511860000000004e-09;2.6655880000000003e-09;5.616775e-09
-0.08891600000000001;-2.934387e-09;3.147186e-09;6.081573000000001e-09
-0.093658192;-2.542389e-09;3.5895840000000004e-09;6.131973e-09
-0.09840038400000001;-2.11679e-09;4.967178e-09;7.0839680000000005e-09
-0.103142;-2.11119e-09;5.3311760000000006e-09;7.442367000000001e-09
-0.107884;-1.640792e-09;5.840774000000001e-09;7.481566000000001e-09
-0.11262599999999999;-1.691192e-09;6.193572000000001e-09;7.884765e-09
-0.117369;-1.405593e-09;5.919174000000001e-09;7.3247670000000004e-09
-0.122111;-5.095980000000001e-10;6.501571000000001e-09;7.011169000000001e-09
-0.126853;-4.759970000000001e-10;6.5687710000000006e-09;7.044769e-09
-0.131595;3.3599792e-11;7.515166e-09;7.481566000000001e-09
-0.13633699999999999;-5.599965e-12;6.9159690000000006e-09;6.921569000000001e-09
-0.14107999999999998;7.951960000000001e-10;7.380767e-09;6.585571000000001e-09
-0.145822;1.0359960000000001e-09;8.030365e-09;6.994369000000001e-09
-0.150564;1.3999930000000002e-09;7.901565e-09;6.501571000000001e-09
-0.155306;1.1703940000000002e-09;7.302367e-09;6.131973e-09
-0.160048;1.5231930000000001e-09;6.831970000000001e-09;5.308776e-09
-0.164791;1.903991e-09;7.201568e-09;5.297576e-09
-0.169533;1.948791e-09;6.759170000000001e-09;4.810378e-09
-0.17427499999999999;2.08879e-09;6.367172e-09;4.278381e-09
-0.17901699999999998;2.5983880000000004e-09;6.339172000000001e-09;3.7407830000000005e-09
-0.18375899999999998;2.9175870000000003e-09;5.801574e-09;2.8839870000000004e-09
-0.188501;2.8055870000000003e-09;5.1519770000000005e-09;2.3463890000000003e-09
-0.193244;2.9903870000000003e-09;4.737579000000001e-09;1.747192e-09
-0.197986;3.3487850000000004e-09;4.39598e-09;1.0471950000000001e-09
-0.202728;3.6231840000000003e-09;3.891982e-09;2.6879800000000003e-10
-0.20747;3.6343840000000005e-09;3.2759850000000004e-09;-3.58398e-10
-0.21221199999999998;3.7015830000000005e-09;2.648788e-09;-1.052795e-09
-0.21695499999999998;3.774383e-09;2.0663900000000003e-09;-1.707992e-09
-0.22169699999999998;4.328781000000001e-09;1.3663940000000001e-09;-2.9623870000000004e-09
-0.226439;4.183181e-09;6.663970000000001e-10;-3.5167840000000004e-09
-0.231181;4.0655820000000006e-09;2.2399904e-11;-4.043182e-09
-0.235923;3.774383e-09;-6.047970000000001e-10;-4.37918e-09
-0.240666;3.460784e-09;-1.2991940000000002e-09;-4.759979e-09
-0.245408;3.180786e-09;-1.9991910000000003e-09;-5.179977e-09
-0.25015;2.9735860000000002e-09;-2.7663870000000003e-09;-5.7399740000000004e-09
-0.254892;2.5647880000000004e-09;-3.4495840000000004e-09;-6.014373000000001e-09
-0.259634;2.469588e-09;-4.0599820000000005e-09;-6.529571e-09
-0.264376;2.26239e-09;-4.51918e-09;-6.78157e-09
-0.269119;2.2343890000000003e-09;-5.308776e-09;-7.543166e-09
-0.27386099999999997;1.864791e-09;-6.031173e-09;-7.895965e-09
-0.278603;1.4895930000000002e-09;-6.227172e-09;-7.716766e-09
-0.283345;7.503970000000001e-10;-7.341567000000001e-09;-8.091964e-09
-0.288087;8.00796e-10;-7.212768e-09;-8.013564e-09
-0.29283;5.99197e-10;-7.257568000000001e-09;-7.856765e-09
-0.297572;1.11999e-10;-7.587967000000001e-09;-7.699966e-09
-0.30231399999999997;-3.13598e-10;-7.716766e-09;-7.4031670000000005e-09
